text,label
Study shows that octopuses may have the ability to problem solve,AI
Researchers develop new method for producing hydrogen fuel,AI
Study finds that birds may be able to navigate using magnetic fields,AI
Scientists create new type of battery,AI
Study shows that ants may be able to teach each other,AI
Researchers discover new species of lizard in Indonesia,AI
"Study finds that bacteria may be able to ""swim"" in blood vessels",AI
Scientists develop new method for recycling electronic waste,AI
"Study shows that bats may be able to ""see"" with their ears",AI
Researchers discover new species of jellyfish in the Pacific Ocean,AI
Study finds that music may have a positive effect on the brain,AI
Scientists create new type of artificial muscle,AI
Study shows that rats may be able to experience regret,AI
Researchers develop new method for producing graphene,AI
Study finds that some fish may be able to use tools,AI
Scientists discover new species of spider in Australia,AI
Study shows that sleep may be essential for memory consolidation,AI
Researchers develop new method for creating biodegradable plastics,AI
Study finds that birds may be able to recognize human faces,AI
Scientists create new type of superconductor,AI
Study shows that bees may be able to recognize human faces,AI
Researchers discover new species of shark in the Atlantic Ocean,AI
"Study finds that snakes may be able to ""see"" in the dark",AI
Scientists develop new method for producing carbon nanotubes,AI
Study shows that plants may be able to communicate with each other using sound,AI
Researchers discover new species of crustacean in the deep sea,AI
Study finds that cats may have a better sense of smell than dogs,AI
Scientists create new type of self-healing material,AI
Scientists discover new exoplanet orbiting a distant star,AI
Study finds link between air pollution and cognitive decline,AI
Researchers develop new gene-editing technique,AI
New study suggests dinosaurs may have been warm-blooded,AI
Researchers develop new type of solar panel,AI
Study finds link between sugar consumption and cancer,AI
Scientists discover new species of deep-sea fish,AI
Researchers develop new type of battery with longer lifespan,AI
Study finds link between gut bacteria and depression,AI
Scientists discover new type of antibiotic in soil samples,AI
Researchers develop new way to store renewable energy,AI
Study finds link between sleep deprivation and Alzheimer's disease,AI
Scientists develop new method to measure the speed of light,AI
Researchers discover new way to fight antibiotic-resistant bacteria,AI
Study finds link between air pollution and heart disease,AI
Scientists discover new type of superconductor,AI
Researchers develop new way to convert carbon dioxide into fuel,AI
Study finds link between omega-3 fatty acids and brain health,AI
Scientists discover new species of dinosaur,AI
Researchers develop new way to treat cancer with nanotechnology,AI
Study finds link between air pollution and respiratory disease,AI
Scientists discover new way to harness the power of the sun,AI
Researchers develop new method to produce clean water from saltwater,AI
Study finds link between exercise and improved brain function,AI
Scientists discover new type of black hole,AI
Researchers develop new way to detect early-stage cancer,AI
Study finds link between air pollution and premature birth,AI
Scientists discover new way to use stem cells to treat diabetes,AI
Researchers develop new type of plastic that can be recycled infinitely,AI
Study finds link between air pollution and autism,AI
Scientists discover new type of particle accelerator,AI
Researchers develop new way to grow crops in harsh conditions,AI
Study finds link between air pollution and dementia,AI
Scientists discover new type of virus in the ocean,AI
Researchers develop new way to create energy from ocean waves,AI
Study finds link between exercise and reduced risk of cancer,AI
Scientists discover new way to manipulate matter at the atomic level,AI
Researchers develop new way to use light to store data,AI
Study finds link between air pollution and Parkinson's disease,AI
Scientists discover new way to treat spinal cord injuries,AI
Researchers develop new type of wind turbine that is more efficient,AI
Study finds link between air pollution and low birth weight,AI
Scientists discover new type of material that is both flexible and strong,AI
Researchers develop new way to use bacteria to produce biofuels,AI
Study finds link between air pollution and asthma,AI
Scientists discover new way to create artificial muscles,AI
Researchers develop new way to use waste heat to generate electricity,AI
Study finds link between air pollution and ADHD,AI
Scientists discover new type of brain cell,AI
Researchers develop new way to use bacteria to clean up oil spills,AI
Study finds link between air pollution and liver disease,AI
Scientists discover new way to use light to control the behavior of cells,AI
Researchers develop new type of insulation that is more effective,AI
Study finds link between air pollution and kidney disease,AI
Scientists discover new type of nanomaterial with unique properties,AI
Researchers develop new way to use sound waves to treat cancer,AI
Study finds link between air pollution and mental health problems,AI
Scientists discover new way to use bacteria to create bio-based plastics,AI
Researchers develop new way to use solar energy to produce clean water,AI
Study finds link between air pollution and cognitive decline in children,AI
Scientists discover new way to use DNA to store digital,AI
Leonardo DiCaprio finally wins an Oscar for Best Actor,AI
Jennifer Lawrence named world's highest-paid actress for second year in a row,AI
Angelina Jolie files for divorce from Brad Pitt,AI
Taylor Swift and Tom Hiddleston break up after three months of dating,AI
Justin Bieber deletes Instagram account after feud with fans,AI
Kanye West hospitalized for exhaustion,AI
Kylie Jenner launches her own makeup line,AI
Harry Potter and the Cursed Child becomes fastest-selling book of 2016,AI
Star Wars: Rogue One dominates box office with $1 billion gross,AI
Emma Stone named Best Actress at the Academy Awards,AI
Johnny Depp and Amber Heard finalize divorce settlement,AI
Adele's album 25 breaks records with over 3 million copies sold in first week,AI
Gwen Stefani and Blake Shelton confirm their relationship,AI
David Bowie dies at age 69,AI
Prince dies at age 57,AI
George Clooney and Amal Clooney welcome twins,AI
Kim Kardashian robbed at gunpoint in Paris,AI
Chris Evans and Jenny Slate call it quits after nine months of dating,AI
Disney releases live-action version of The Jungle Book,AI
Meryl Streep speaks out against Donald Trump at the Golden Globes,AI
Lady Gaga performs powerful tribute to David Bowie at the Grammy Awards,AI
Beyoncé's Lemonade album sparks rumors of infidelity in her marriage to Jay-Z,AI
The Walking Dead shocks fans with the brutal deaths of two major characters,AI
The Kardashians sign a $100 million deal for four more years of their reality show,AI
"Dwayne ""The Rock"" Johnson named highest-paid actor in Hollywood",AI
J.K. Rowling releases new book in the Harry Potter series,AI
Ryan Reynolds and Blake Lively welcome their second child,AI
Calvin Harris and Taylor Swift break up after one year of dating,AI
Justin Timberlake and Jessica Biel welcome their second child,AI
Jennifer Aniston and Justin Theroux tie the knot in secret ceremony,AI
Will Smith and Jada Pinkett Smith face rumors of divorce,AI
Eddie Redmayne wins Best Actor at the Oscars for his portrayal of transgender artist Lili Elbe in The Danish Girl,AI
Halle Berry and Olivier Martinez finalize their divorce,AI
Ellen DeGeneres hosts the Academy Awards for the second time,AI
Suicide Squad breaks records with $135 million opening weekend,AI
Kim Kardashian defends nude selfie in powerful essay,AI
Scarlett Johansson files for divorce from Romain Dauriac,AI
Jennifer Lopez and Marc Anthony kiss on stage at Latin Grammy Awards,AI
Game of Thrones becomes most-awarded TV show in Emmy history,AI
Sofia Vergara and Joe Manganiello celebrate their first wedding anniversary,AI
Kristen Stewart and St. Vincent spark rumors of a romance,AI
Brad Pitt and Angelina Jolie reach temporary custody agreement,AI
Margot Robbie lands lead role in upcoming Harley Quinn movie,AI
Miley Cyrus campaigns for Hillary Clinton during presidential election,AI
Kate Beckinsale and Len Wiseman file for divorce after 12 years of marriage,AI
Michelle Obama gives powerful speech denouncing Donald Trump's treatment of women,AI
Emma Watson named UN Women Goodwill Ambassador,AI
Selena Gomez takes break from music to focus on mental health,AI
Zayn Malik releases debut solo album Mind of Mine,AI
Stranger Things becomes breakout hit on Netflix,AI
Kourtney Kardashian and Scott Disick call it quits for good,AI
Chrissy Teigen and John Legend welcome their first child,AI
"Heath Ledger posthumously wins Oscar for ""The Dark Knight""",AI
"Britney Spears makes successful comeback with ""Circus"" album",AI
Angelina Jolie and Brad Pitt welcome twins,AI
Jennifer Aniston and John Mayer split,AI
Beyoncé Knowles wins six Grammy Awards,AI
"""Slumdog Millionaire"" wins Best Picture at the Academy Awards",AI
Rihanna and Chris Brown split after domestic violence incident,AI
"Will Smith's ""Hancock"" dominates summer box office",AI
George Clooney and Sarah Larson split,AI
Madonna and Guy Ritchie finalize divorce,AI
"""The Curious Case of Benjamin Button"" nominated for thirteen Oscars",AI
Miley Cyrus apologizes for controversial photo shoot,AI
"""The Dark Knight"" breaks box office records",AI
Angelina Jolie and Brad Pitt donate $1 million to charity,AI
"Jennifer Aniston stars in romantic comedy ""Marley & Me""",AI
"Robert Downey Jr. makes successful comeback in ""Iron Man""",AI
Britney Spears granted visitation rights to sons,AI
Tom Cruise and Katie Holmes welcome daughter,AI
"Leonardo DiCaprio stars in political thriller ""Body of Lies""",AI
"Brad Pitt stars in ""The Assassination of Jesse James by the Coward Robert Ford""",AI
"George Clooney stars in ""Burn After Reading""",AI
"Will Smith stars in drama ""Seven Pounds""",AI
"Kanye West releases controversial album ""808s & Heartbreak""",AI
"""The Dark Knight"" wins two Oscars",AI
Heath Ledger's family accepts Oscar on his behalf,AI
"Beyoncé Knowles stars in musical ""Cadillac Records""",AI
"Angelina Jolie stars in action thriller ""Wanted""",AI
Jennifer Aniston and John Mayer reconcile briefly,AI
"Rihanna returns to music with ""Rated R"" album",AI
"Brad Pitt stars in ""The Curious Case of Benjamin Button""",AI
"Madonna embarks on ""Sticky & Sweet"" world tour",AI
Miley Cyrus stars in Hannah Montana movie,AI
"Will Smith stars in sci-fi thriller ""I Am Legend""",AI
"Tom Cruise stars in action comedy ""Tropic Thunder""",AI
"Britney Spears begins ""Circus"" tour",AI
"Leonardo DiCaprio stars in ""Revolutionary Road""",AI
"George Clooney stars in ""Up in the Air""",AI
"""The Dark Knight"" surpasses $1 billion in box office revenue",AI
Angelina Jolie and Brad Pitt donate $2 million to charity,AI
"Jennifer Aniston stars in ""Management""",AI
"Rihanna collaborates with Jay-Z on hit song ""Umbrella""",AI
Brad Pitt and Angelina Jolie attend Cannes Film Festival together,AI
